data origin: '../data/d1f7678a-8106-46c9-95b7-5ec5d940f08c.rna_seq.augmented_star_gene_counts.tsv'
19938 coding genes total
67729823 total expressions counted
gene name,unstranded count,normalized_count
CETP,97,1.4321608370362934e-06
MMP2,39538,0.0005837605688117626
MT3,7,1.0335181298200056e-07
LPCAT2,418,6.171579689496605e-06
GNAO1,19,2.8052634952257293e-07
OGFOD1,2466,3.6409367259087626e-05
SH3BP2,1373,2.0271719889183824e-05
NOP14,1036,1.5296068321336084e-05
ADD1,8222,0.00012139408661971551
L2HGDH,756,1.116199580205606e-05
TXNDC16,962,1.420349201266922e-05
RTRAF,13276,0.0001960140955927199
NID2,2225,3.2851111983564465e-05
GMCL1,1402,2.069989168582354e-05
SF3B2,15436,0.00022790551217002295
KLHL42,1472,2.1733409815643545e-05
GNAS,213242,0.0031484210434153947
DNM1L,6753,9.970497043820711e-05
PTHLH,163,2.4066207880094414e-06
PHACTR3,36,5.315236096217172e-07
ERGIC2,2527,3.73100044865022e-05
TFAP2C,4333,6.397477223585834e-05
AURKA,1909,2.8185515854662723e-05
CASS4,40,5.905817884685746e-07
PIR,2068,3.053307846382531e-05
AAMDC,510,7.5299178029743264e-06
RFX2,826,1.2195513931876066e-05
METTL2A,1435,2.1187121661310115e-05
SULT2B1,815,1.2033103940047207e-05
ALG6,1455,2.1482412555544403e-05
CNOT3,3818,5.6371031709325445e-05
GP6,57,8.415790485677188e-07
PTPN4,827,1.221027847658778e-05
DDX18,4621,6.822696111283208e-05
KHSRP,13949,0.00020595063418370367
GNA11,4288,6.33103677238312e-05
ASAP3,3353,4.950551841837827e-05
EDEM2,3137,4.6316376760647964e-05
DNMT3B,392,5.787701526992031e-06
REM1,59,8.711081379911475e-07
TPX2,4930,7.278920542875182e-05
PDRG1,2828,4.1754132444728227e-05
EPB41L1,6905,0.0001019491812343877
SLC15A1,45,6.644045120271465e-07
DOCK9,2329,3.438662463358276e-05
ANKRD10,4341,6.409288859355206e-05
TGDS,582,8.59296502221776e-06
DOCK3,22,3.2481998365771606e-07
C3orf18,399,5.891053339974032e-06
COQ9,2450,3.61731345437002e-05
TMEM40,203,2.997202576478016e-06
KIF9,698,1.0305652208776627e-05
ARHGAP28,452,6.673574209694893e-06
CRLS1,36,5.315236096217172e-07
DEFB127,0,0.0
PPP1R13B,2306,3.404704010521333e-05
ATRN,5453,8.051106231297843e-05
SMOX,1027,1.5163187418930653e-05
SIGLEC1,1419,2.0950888945922685e-05
FKBP1A,22278,0.0003289245270875726
NSFL1C,9442,0.00013940683116800705
SLC4A11,126,1.8603326336760101e-06
C20orf194,772,1.139822851744349e-05
ZNF343,1386,2.046365897043611e-05
EBF4,432,6.378283315460606e-06
CPXM1,1792,2.6458064123392143e-05
MAVS,9665,0.00014269932463871935
LZTS3,1979,2.9219033984482728e-05
F11,3,4.4293634135143096e-08
XRN2,8227,0.00012146790934327408
KIZ,1055,1.5576594670858656e-05
DYNLL1,21978,0.0003244951636740583
TESC,43,6.348754226037177e-07
SNX5,8205,0.00012114308935961637
RPL6,39567,0.0005841887406084023
SIRPG,51,7.529917802974326e-07
MAPKAPK5,1126,1.6624877345390374e-05
P2RX7,72,1.0630472192434344e-06
ESF1,1306,1.928249539349896e-05
RBBP9,2491,3.677848087688048e-05
ANAPC5,7310,0.00010792882184263201
SLC23A2,1258,1.8573797247336673e-05
SLC8B1,1607,2.3726623351724984e-05
TMEM230,13567,0.0002003105781038288
DZANK1,405,5.979640608244318e-06
KDM2B,1502,2.2176346156994977e-05
CFAP61,161,2.3770916985860128e-06
LHX5,2,2.952908942342873e-08
TASP1,526,7.766150518361756e-06
OAS1,18297,0.00027014687459023777
GCN1,4750,7.013158738064324e-05
RPLP0,150452,0.0022213552809668496
PXN,2105,3.107936661815874e-05
SIRT4,74,1.092576308666863e-06
RPH3A,13,1.9193908125228676e-07
KIF16B,4939,7.292208633115725e-05
TRMT6,1936,2.8584158561879012e-05
CHGB,4,5.905817884685746e-08
PEBP1,43527,0.0006426563376667911
TBX5,350,5.1675906491000275e-06
BRAP,1282,1.8928146320417817e-05
ERP29,6226,9.192405537513363e-05
NOS1,7,1.0335181298200056e-07
FUS,19964,0.0002947593706246656
IGBP1,3254,4.8043828491918544e-05
FXYD5,9235,0.00013635057041268216
ZNF302,2614,3.859451987642135e-05
GRAMD1A,7367,0.00010877040089119973
FXYD3,56,8.268145038560045e-07
HEPH,2783,4.108972793270108e-05
CDIP1,1312,1.9371082661769246e-05
CMTM1,10,1.4764544711714365e-07
KCNH4,5,7.382272355857183e-08
GANAB,46390,0.0006849272291764295
GMIP,988,1.4587370175173793e-05
RBM41,358,5.285707006793743e-06
BIRC5,1422,2.0995182580057828e-05
LAG3,654,9.656012241461195e-06
MLF2,18627,0.0002750191743451035
OTUB2,300,4.4293634135143096e-06
DDX24,12535,0.00018507356796133956
ZBTB25,760,1.1221053980902918e-05
NECAP1,1703,2.5144019644049566e-05
ARHGAP4,689,1.0172771306371198e-05
ANKRD24,125,1.8455680889642956e-06
DHX32,3146,4.644925766305339e-05
RCOR1,2383,3.518391004801533e-05
GPATCH2L,877,1.2948505712173498e-05
LTBP4,1576,2.326892246566184e-05
BLVRB,5114,7.550588165570727e-05
SLC9A1,10470,0.0001545847831316494
SPTLC1,5094,7.521059076147298e-05
PAPOLA,14489,0.00021392348832802944
CCNK,643,9.493602249632336e-06
PCBP4,3753,5.541133630306401e-05
RGS1,966,1.4262550191516077e-05
YPEL3,2441,3.604025364129477e-05
MRPS33,4086,6.0327929692064897e-05
NDUFB2,4915,7.256773725807611e-05
NUDC,14476,0.00021373154924677715
MAEA,3121,4.6080144045260535e-05
ICAM1,3286,4.85162939226934e-05
STRN4,6745,9.958685408051339e-05
IRAK3,121,1.7865099101174383e-06
LYZ,371,5.47764608804603e-06
SI,0,0.0
MUL1,2097,3.0961250260465024e-05
TFAP4,1385,2.0448894425724397e-05
PDCD7,1774,2.6192302318581284e-05
SPG21,8572,0.00012656167726881554
FETUB,6,8.858726827028619e-08
DNAJB11,5858,8.649070292122275e-05
P3H2,1360,2.0079780807931537e-05
THPO,2425,3.580402092590733e-05
CHRD,7165,0.00010578796285943343
FLT3LG,9,1.328809024054293e-07
RAB11FIP3,3397,5.01551583856937e-05
GNPTG,4389,6.480158673971436e-05
ZNF268,993,1.4661192898732365e-05
GOLGA3,3098,4.5740559516891104e-05
PABPC4,9317,0.00013756126307904276
CD209,31,4.577008860631453e-07
CERS4,4776,7.051546554314781e-05
MCOLN1,1304,1.925296630407553e-05
USP48,4415,6.518546490221893e-05
EFNB1,1542,2.276692794546355e-05
PDPR,1112,1.6418173719426374e-05
AARS1,8035,0.00011863311675862493
GLG1,9976,0.0001472910980440625
KIF4A,1455,2.1482412555544403e-05
TNRC6A,2573,3.798917354324106e-05
PLEKHG2,1762,2.601512778204071e-05
DLL3,29,4.281717966397166e-07
NAT14,2976,4.393928506206195e-05
PITPNM2,731,1.07928821842632e-05
EXOC1,882,1.302232843573207e-05
RBM27,1285,1.897243995455296e-05
POU4F3,15,2.214681706757155e-07
OSBPL8,1141,1.684634551606609e-05
DTX2,1580,2.3327980644508697e-05
NLRC4,116,1.7126871865588664e-06
PUS7,1644,2.4272911506058417e-05
LAMB4,19,2.8052634952257293e-07
NRCAM,220,3.2481998365771605e-06
LAMB1,11767,0.00017373439762274293
SLC26A4,85,1.254986300495721e-06
SLC26A3,34,5.019945201982884e-07
DLD,4436,6.549552034116493e-05
WDR7,515,7.6037405265328985e-06
TXNL1,5045,7.448712807059897e-05
IL5RA,19,2.8052634952257293e-07
ABCC6,116,1.7126871865588664e-06
CMTM6,6491,9.583665972373794e-05
ITGA6,6922,0.00010220017849448684
RAPGEF4,617,9.109724087127763e-06
MAP3K20,4119,6.081515966755147e-05
SMPX,17,2.509972600991442e-07
FH,9185,0.00013561234317709646
SEL1L3,954,1.4085375654975505e-05
TF,57,8.415790485677188e-07
CDV3,10747,0.00015867456201679427
MYO15A,96,1.417396292324579e-06
ALKBH5,5447,8.042247504470814e-05
APOH,0,0.0
NLRP1,307,4.53271522649631e-06
PITPNM3,127,1.8750971783877244e-06
SPAG7,1648,2.4331969684905273e-05
ORC6,395,5.831995161127174e-06
ZFHX4,723,1.0674765826569486e-05
SLC17A6,0,0.0
CPA1,2,2.952908942342873e-08
ZC3HC1,1154,1.7038284597318377e-05
ESR1,11322,0.00016716417522603006
RGS17,23,3.395845283694304e-07
ANGPT2,1450,2.140858983198583e-05
TMEM101,499,7.367507811145468e-06
CD200,554,8.17955777028976e-06
CCDC80,9753,0.0001439986045733502
CMA1,7,1.0335181298200056e-07
PSME1,29856,0.0004408102469129441
PPP2R3C,556,8.209086859713187e-06
HAUS4,338,4.990416112559456e-06
JPH4,39,5.758172437568603e-07
MYH7,0,0.0
CEBPE,4,5.905817884685746e-08
SLC7A8,19446,0.00028711133646399756
OSGEP,2200,3.24819983657716e-05
SLC22A17,2981,4.4013107785620524e-05
RNF31,18,2.657618048108586e-07
SCFD1,4228,6.242449504112834e-05
G2E3,805,1.1885458492930065e-05
HECTD1,6783,0.00010014790677955855
HNRNPC,43110,0.0006364995225220062
RPGRIP1,50,7.382272355857183e-07
SUPT16H,8703,0.00012849583262605012
TOX4,4686,6.918665651909352e-05
GEMIN2,491,7.249391453451754e-06
TGM1,72,1.0630472192434344e-06
TINF2,4166,6.150909326900204e-05
DAZL,1,1.4764544711714365e-08
TBL1Y,0,0.0
SEMA6A,924,1.3642439313624074e-05
TRPM7,1855,2.7388230440230147e-05
TYRO3,556,8.209086859713187e-06
WDR76,685,1.011371312752434e-05
CAPN3,44,6.496399673154321e-07
SNAP23,502,7.411801445280612e-06
TBX15,379,5.595762445739744e-06
PHGDH,3719,5.490934178286573e-05
COL9A3,411,6.068227876514604e-06
EZR,19252,0.000284247014789925
MYL6,56138,0.0008288520110262211
AGO1,3277,4.8383413020287974e-05
TEKT2,97,1.4321608370362934e-06
CLSPN,490,7.234626908740039e-06
RFFL,525,7.751385973650042e-06
UNC13D,533,7.869502331343756e-06
MFSD11,997,1.4720251077579222e-05
DPYSL2,2372,3.502150005618648e-05
TGFB2,1213,1.7909392735309525e-05
GPATCH2,1660,2.4509144221445847e-05
NUP50,3874,5.719784621318145e-05
CDC45,874,1.2904212078038355e-05
COMT,8361,0.00012344635833464381
ADA2,1655,2.4435321497887275e-05
VNN3,55,8.120499591442901e-07
ECHDC1,2265,3.3441693772033034e-05
LRRFIP2,4629,6.83450774705258e-05
SEC22C,4117,6.0785630578128045e-05
XYLB,573,8.460084119812331e-06
HDAC6,2572,3.7974408998529346e-05
OR1I1,0,0.0
GABRP,33,4.87229975486574e-07
KRT31,6,8.858726827028619e-08
CDC6,6767,9.991167406417111e-05
UPRT,730,1.0778117639551487e-05
CDC23,2162,3.192094566672646e-05
AAAS,3318,4.898875935346827e-05
CBX5,8932,0.0001318769133650327
FMO2,71,1.0482826745317199e-06
SUCO,4914,7.25529727133644e-05
MSH2,2079,3.069548845565417e-05
MAP3K1,4043,5.969305426946118e-05
DHPS,37,5.462881543334315e-07
HOOK2,1048,1.5473242857876654e-05
NXPE1,2,2.952908942342873e-08
ARCN1,15214,0.00022462778324402235
EPB41L4B,1401,2.0685127141111827e-05
TMEM38B,504,7.4413305347040405e-06
PSMD5,5720,8.445319575100617e-05
PTGS1,512,7.559446892397755e-06
NUP188,4756,7.022017464891352e-05
CRAT,15396,0.00022731493038155438
SH2D3C,1154,1.7038284597318377e-05
NANS,2992,4.4175517777449384e-05
TBC1D2,1493,2.2043465254589546e-05
WHRN,605,8.932549550587191e-06
PDE6C,11,1.6240999182885803e-07
CWF19L1,1591,2.3490390636337554e-05
SEMA4G,269,3.971662527451164e-06
BTAF1,1112,1.6418173719426374e-05
IKZF5,737,1.0881469452533487e-05
BLNK,1652,2.4391027863752132e-05
TLL2,185,2.7314407716671575e-06
CYP26A1,35,5.167590649100028e-07
TDRD1,1272,1.8780500873300673e-05
SORBS1,1659,2.4494379676734134e-05
CRTAC1,208,3.0710253000365882e-06
BAMBI,5284,7.801585425669871e-05
IL11,105,1.5502771947300084e-06
MYO3A,22,3.2481998365771606e-07
WAC,7663,0.00011314070612586719
CREM,1215,1.7938921824732954e-05
NUBP2,4288,6.33103677238312e-05
TPSD1,75,1.1073408533785774e-06
SMIM24,6,8.858726827028619e-08
HIVEP1,2432,3.5907372738889335e-05
TREM2,1042,1.538465558960637e-05
KCNK16,1,1.4764544711714365e-08
CRISP3,1157,1.708257823145352e-05
FKBP5,5764,8.51028357183216e-05
SRPK1,1762,2.601512778204071e-05
BRPF3,3311,4.8885407540486266e-05
MRPS18A,814,1.2018339395335494e-05
PGC,73,1.0778117639551487e-06
TMEM14A,2675,3.949515710383593e-05
EFHC1,822,1.2136455753029209e-05
NCR2,0,0.0
HSP90AB1,133321,0.001968423865510471
MLN,0,0.0
CDC5L,3556,5.2502720994856286e-05
ITPR3,1951,2.880562673255473e-05
ZNF184,872,1.2874682988614926e-05
DSP,39508,0.0005833176324704112
SIRT1,1368,2.0197897165625252e-05
HNRNPH3,5119,7.557970437926584e-05
IFT74,2170,3.2039062024420176e-05
JAK2,971,1.4336372915074649e-05
IL12RB1,120,1.771745365405724e-06
ABL1,6979,0.00010304175754305456
ACOT7,4755,7.02054101042018e-05
SH3GLB1,9806,0.00014478112544307107
CDC7,876,1.2933741167461785e-05
SYDE2,444,6.555457852001178e-06
PCSK5,441,6.511164217866035e-06
SCD,19108,0.0002821209203514381
TMED1,359,5.300471551505457e-06
ABLIM1,7562,0.00011164948710998404
ERMP1,7346,0.00010846034545225373
RAB18,4981,7.354219720904926e-05
NRP1,6514,9.617624425210737e-05
PRTFDC1,231,3.4106098284060185e-06
PALMD,2876,4.2462830590890514e-05
TSPAN15,11877,0.0001753584975410315
MACROH2A2,697,1.0290887664064913e-05
WASHC2A,1535,2.2663576132481552e-05
MAST3,377,5.566233356316316e-06
MZF1,1576,2.326892246566184e-05
OCEL1,1473,2.174817436035526e-05
MYO9B,4119,6.081515966755147e-05
KCNK6,6372,9.407967890304394e-05
CATSPERG,222,3.277728926000589e-06
PSMD8,12467,0.000184069578920943
FBXL19,1889,2.7890224960428438e-05
STX1B,53,7.825208697208614e-07
HSD3B7,1819,2.685670683060843e-05
SETD1A,2552,3.767911810429506e-05
BCL7C,1834,2.7078175001284145e-05
MAGEB2,1,1.4764544711714365e-08
EFNA2,10,1.4764544711714365e-07
CIRBP,21774,0.0003214831965528686
ATP5F1D,6346,9.369580074053936e-05
CBARP,179,2.6428535033968715e-06
PCDH11Y,0,0.0
AMELY,0,0.0
PRKY,0,0.0
IGFALS,37,5.462881543334315e-07
HNRNPM,11487,0.00016960032510346292
MARCHF2,2735,4.038102978653879e-05
NDUFB7,4831,7.13275155022921e-05
TECR,10394,0.00015346267773355912
TIMM13,4111,6.0697043309857753e-05
CDC34,3545,5.2340311003027426e-05
MTAP,1803,2.6620474115221e-05
MISP,2113,3.1197482975852454e-05
CEP170B,5576,8.23271013125193e-05
POLR2E,8687,0.00012825959991066268
POLRMT,2574,3.800393808795278e-05
HCN2,38,5.610526990451459e-07
CDHR5,4,5.905817884685746e-08
IZUMO4,62,9.154017721262906e-07
RASSF7,3401,5.0214216564540556e-05
GADD45B,5911,8.727322379094361e-05
PALM,1889,2.7890224960428438e-05
MADCAM1,22,3.2481998365771606e-07
MKNK2,10683,0.00015772963115524456
ARVCF,1702,2.512925509933785e-05
TRMT2A,2175,3.2112884747978744e-05
RANBP1,5387,7.953660236200529e-05
ZDHHC8,2382,3.516914550330362e-05
KLHL22,1211,1.7879863645886095e-05
MED15,8127,0.00011999145487210265
SERPIND1,44,6.496399673154321e-07
SNAP29,4580,6.76216147796518e-05
CRKL,7058,0.00010420815657527999
LZTR1,1201,1.773221819876895e-05
MMP11,73539,0.0010857698535547628
CECR2,11,1.6240999182885803e-07
SMARCB1,6349,9.37400943746745e-05
P2RX6,31,4.577008860631453e-07
DERL3,248,3.6616070885051625e-06
SLC7A4,1,1.4764544711714365e-08
BCL2L13,6779,0.00010008884860071168
DDTL,183,2.701911682243729e-06
DDT,0,0.0
OSM,30,4.42936341351431e-07
CABIN1,5226,7.715951066341928e-05
TBC1D10A,826,1.2195513931876066e-05
SUSD2,37363,0.0005516476840637839
SF3A1,8424,0.0001243765246514818
GGT5,4168,6.153862235842548e-05
RNF215,1192,1.7599337296363524e-05
SEC14L2,3497,5.163161285686514e-05
SEC14L3,0,0.0
SPECC1L,2701,3.98790352663405e-05
PPIL2,2774,4.095684703029565e-05
UPB1,39,5.758172437568603e-07
YPEL1,180,2.657618048108586e-06
SNRPD3,1999,2.9514324878717016e-05
PES1,6913,0.00010206729759208141
MAPK1,7716,0.00011392322699558804
GGT1,116,1.7126871865588664e-06
PRODH,945,1.3952494752570075e-05
PPM1F,995,1.4690721988155794e-05
SLC35E4,602,8.888255916452049e-06
TOP3B,1,1.4764544711714365e-08
CRYBB3,10,1.4764544711714365e-07
CYTH4,548,8.090970502019472e-06
ESS2,1813,2.6768119562338144e-05
MFNG,226,3.3367871048474465e-06
CARD10,529,7.810444152496899e-06
LRP5L,265,3.912604348604307e-06
SLC25A1,15052,0.00022223592700072462
GRK3,715,1.0556649468875771e-05
PLA2G3,179,2.6428535033968715e-06
LGALS2,22,3.2481998365771606e-07
GGA1,3729,5.505698722998287e-05
HIRA,960,1.4173962923245792e-05
SH3BP1,409,6.038698787091176e-06
SEZ6L,17,2.509972600991442e-07
LGALS1,36387,0.0005372374884251506
HPS4,2184,3.224576565038417e-05
PIK3IP1,2081,3.0725017545077595e-05
Z83844.1,0,0.0
SRRD,1166,1.721545913385895e-05
PATZ1,10849,0.00016018054557738915
TRIOBP,6592,9.732787873962109e-05
TFIP11,1925,2.8421748570050152e-05
GCAT,1817,2.6827177741185003e-05
GGTLC2,2,2.952908942342873e-08
CRYBB1,16,2.3623271538742985e-07
ANKRD54,2757,4.070584977019651e-05
EIF3L,4186,6.180438416323633e-05
SNU13,13081,0.00019313500937393561
MICALL1,2353,3.4740973706663905e-05
POLR2F,2457,3.62764863566822e-05
SOX10,15,2.214681706757155e-07
CCDC134,675,9.966067680407197e-06
DEPDC5,764,1.1280112159749775e-05
PICK1,746,1.1014350354938917e-05
TTC28,1236,1.8248977263678956e-05
SLC16A8,33,4.87229975486574e-07
CENPM,523,7.721856884226614e-06
SEPTIN3,1107,1.6344350995867802e-05
SLC5A1,439,6.481635128442606e-06
SLC5A4,15,2.214681706757155e-07
KDELR3,2962,4.373258143609795e-05
CYP2D6,46,6.791690567388608e-07
DDX17,24364,0.0003597233673562088
DMC1,16,2.3623271538742985e-07
TCF20,4169,6.155338690313719e-05
HSCB,1036,1.5296068321336084e-05
CBY1,2449,3.615836999898848e-05
TOMM22,5876,8.675646472603361e-05
RSPH14,21,3.100554389460017e-07
XBP1,204346,0.003017075653659984
RTCB,7270,0.00010733824005416343
JOSD1,5501,8.121976045914072e-05
FBXO7,6985,0.00010313034481132485
GTPBP1,6198,9.151064812320564e-05
POLDIP3,6194,9.145158994435877e-05
RAB36,328,4.8427706654423115e-06
TIMP3,26059,0.00038474927064256466
PPP6R2,3131,4.622778949237768e-05
SBF1,2812,4.15178997293408e-05
SUN2,2859,4.221183333079137e-05
CYB5R3,17533,0.00025886676243048795
DNAL4,2523,3.725094630765534e-05
C22orf31,5,7.382272355857183e-08
MIOX,2,2.952908942342873e-08
LMF2,5860,8.652023201064619e-05
RHBDD3,2639,3.896363349421421e-05
PACSIN2,5812,8.581153386448389e-05
TTLL1,574,8.474848664524046e-06
RASL10A,197,2.90861530820773e-06
AP1B1,10429,0.0001539794367984691
HMGXB4,1976,2.9174740350347585e-05
TOM1,4314,6.369424588633578e-05
NEFH,100,1.4764544711714366e-06
CHKB,3,4.4293634135143096e-08
BIK,1088,1.606382464634523e-05
HMOX1,2522,3.723618176294363e-05
MCAT,1542,2.276692794546355e-05
THOC5,1455,2.1482412555544403e-05
MCM5,2906,4.2905766932241946e-05
APOBEC3H,42,6.201108778920034e-07
ARSA,4256,6.283790229305633e-05
TSPO,13259,0.00019576309833262078
RASD2,1900,2.8052634952257295e-05
TTLL12,6123,9.040330726982706e-05
CBX7,619,9.139253176551193e-06
PDGFB,3486,5.146920286503628e-05
ACR,29,4.281717966397166e-07
CABP7,378,5.58099790102803e-06
RPL3,181874,0.0026852868048983384
ZMAT5,1001,1.477930925642608e-05
RBFOX2,4252,6.277884411420948e-05
SYNGR1,1035,1.5281303776624367e-05
TAB1,2194,3.2393411097501316e-05
ASCC2,6478,9.564472064248566e-05
MTMR3,398,5.876288795262318e-06
MIEF1,2573,3.798917354324106e-05
APOL4,384,5.669585169298316e-06
PNPLA5,0,0.0
APOL1,22351,0.00033000233885152776
PNPLA3,280,4.134072519280022e-06
MYH9,91891,0.0013567287781041447
CACNA1I,61,9.006372274145763e-07
SAMM50,3691,5.449593453093772e-05
TXN2,6616,9.768222781270225e-05
FOXRED2,5279,7.794203153314013e-05
GRAP2,88,1.2992799346308643e-06
EIF3D,20905,0.00030865280719838883
TNRC6B,2833,4.1827955168286795e-05
SGSM3,15,2.214681706757155e-07
IFT27,1249,1.8440916344931242e-05
PVALB,38,5.610526990451459e-07
KIAA0930,6473,9.557089791892709e-05
NCF4,298,4.399834324090881e-06
CSF2RB,173,2.554266235126585e-06
SLC25A17,2849,4.2064187883674224e-05
UPK3A,37,5.462881543334315e-07
FAM118A,737,1.0881469452533487e-05
KCTD17,772,1.139822851744349e-05
ST13,18911,0.00027921230504323035
IL2RB,503,7.426565989992326e-06
RBX1,7364,0.00010872610725706459
EP300,6154,9.086100815589021e-05
L3MBTL2,2611,3.8550226242286206e-05
CHADL,486,7.175568729893182e-06
RANGAP1,11566,0.00017076672413568835
ZC3H7B,6663,9.837616141415282e-05
PHF5A,2492,3.67932454215922e-05
ACO2,5220,7.707092339514899e-05
POLR3H,1723,2.543931053828385e-05
TRMU,1589,2.346086154691413e-05
PMM1,932,1.3760555671317789e-05
DESI1,4487,6.624851212146236e-05
CERK,1834,2.7078175001284145e-05
BRD1,2915,4.3038647834647374e-05
ZBED4,2579,3.807776081151135e-05
MLC1,10,1.4764544711714365e-07
HDAC10,48,7.086981461622895e-07
KCNK10,2,2.952908942342873e-08
ABHD4,5790,8.548671388082617e-05
KHNYN,2344,3.460809280425847e-05
FKBP3,3162,4.668549037844082e-05
SDR39U1,82,1.2106926663605779e-06
CTSG,60,8.85872682702862e-07
GZMH,96,1.417396292324579e-06
GZMB,192,2.834792584649158e-06
RBM23,4425,6.533311034933607e-05
PRMT5,1044,1.54141846790298e-05
COCH,9,1.328809024054293e-07
AP4S1,558,8.238615949136617e-06
POLE2,723,1.0674765826569486e-05
VCPKMT,199,2.938144397631159e-06
SOS2,2658,3.9244159843736784e-05
CDKL1,286,4.222659787550308e-06
NIN,2835,4.185748425771023e-05
PYGL,6105,9.013754546501621e-05
TRIM9,104,1.5355126500182941e-06
PSMC6,5893,8.700746198613276e-05
GNPNAT1,1007,1.4867896524696366e-05
DDHD1,697,1.0290887664064913e-05
CDKN3,890,1.3140444793425785e-05
CNIH1,5453,8.051106231297843e-05
CGRRF1,567,8.371496851542046e-06
ATP6V1D,5925,8.747992741690761e-05
CCDC198,0,0.0
PLEK2,813,1.200357485062378e-05
PIGH,1011,1.4926954703543223e-05
LRRC74A,0,0.0
PSMA3,12107,0.00017875434282472582
VTI1B,2167,3.199476839028503e-05
TIMM9,1679,2.478967057096842e-05
GSTZ1,1959,2.8923743090248443e-05
KIAA0586,1379,2.036030715745411e-05
TMED8,1396,2.0611304417553255e-05
SAMD15,319,4.709889763036882e-06
AHSA1,9274,0.00013692638765643904
DAAM1,2702,3.989379981105221e-05
ISM2,17,2.509972600991442e-07
SPTLC2,10680,0.00015768533752110942
RIN3,1222,1.8042273637714956e-05
LGMN,10229,0.00015102652785612625
ALKBH1,834,1.231363028956978e-05
SNW1,5982,8.832150646547534e-05
CHGA,6,8.858726827028619e-08
ITPK1,11257,0.00016620447981976862
DHRS7,3114,4.597679223227853e-05
PPM1A,3228,4.765995032941397e-05
SIX4,1060,1.5650417394417228e-05
GALNT16,906,1.3376677508813215e-05
ASB2,97,1.4321608370362934e-06
CEP128,427,6.3044605919020344e-06
ERH,12251,0.0001808804372632127
HIF1A,6734,9.942444408868454e-05
SUSD6,7582,0.00011194477800421832
SRSF5,6404,9.45521443338188e-05
SLC10A1,1,1.4764544711714365e-08
EIF5,13903,0.0002052714651269648
SERPINA4,6,8.858726827028619e-08
SLC8A3,10,1.4764544711714365e-07
DICER1,2734,4.036626524182708e-05
ZFYVE21,1697,2.5055432375779277e-05
MTHFD1,3353,4.950551841837827e-05
TCL1A,2,2.952908942342873e-08
ZC3H14,2586,3.818111262449335e-05
TELO2,2137,3.15518320489336e-05
PCNX1,1909,2.8185515854662723e-05
BDKRB1,37,5.462881543334315e-07
GSKIP,1832,2.704864591186072e-05
VRK1,1631,2.408097242480613e-05
PSMC1,1244,1.836709362137267e-05
PAPLN,866,1.278609572034464e-05
RPS6KA5,333,4.916593389000884e-06
PPP4R3A,5420,8.002383233749186e-05
C14orf93,518,7.648034160668042e-06
PSMB5,13705,0.00020234808527404537
YY1,9344,0.00013795990578625904
ACIN1,9736,0.00014374760731325107
CCNB1IP1,1715,2.5321194180590136e-05
TRIP11,3342,4.934310842654941e-05
APEX1,17163,0.00025340388088715367
PABPN1,447,6.599751486136321e-06
EFS,4642,6.853701655177808e-05
ARHGAP5,672,9.921774046272054e-06
CINP,2371,3.500673551147476e-05
DHRS2,379,5.595762445739744e-06
SRP54,5220,7.707092339514899e-05
CPNE6,0,0.0
CHD8,5773,8.523571662072703e-05
PCK2,3432,5.0671917450603705e-05
PRORP,236,3.48443255196459e-06
DCAF11,4049,5.978164153773146e-05
PSMA6,387,5.71387880343346e-06
NFKBIA,8492,0.0001253805136918784
EMC9,1196,1.7658395475210383e-05
PSME2,23967,0.0003538618431056582
BRMS1L,391,5.772936982280317e-06
REC8,280,4.134072519280022e-06
TM9SF1,182,2.6871471375320145e-06
SEC23A,2238,3.304305106481675e-05
GMPR2,4291,6.335466135796635e-05
PNN,4212,6.21882623257409e-05
RABGGTA,1811,2.6738590472914715e-05
NFATC4,2892,4.269906330627794e-05
PLTP,2104,3.1064602073447026e-05
PCIF1,2006,2.9617676691699018e-05
GSS,5130,7.574211437109469e-05
MMP9,1798,2.6546651391662428e-05
VSX1,1,1.4764544711714365e-08
TRPC4AP,6309,9.314951258620593e-05
PYGB,20249,0.0002989672658675042
ABHD12,10535,0.00015554447853791085
PROCR,547,8.076205957307758e-06
GINS1,1611,2.3785681530571843e-05
NINL,1181,1.7436927304534666e-05
CD40,697,1.0290887664064913e-05
UQCC1,3154,4.656737402074711e-05
ZMYND8,8012,0.0001182935322302555
SGK2,30,4.42936341351431e-07
IFT52,3712,5.4805989969883726e-05
MYBL2,4714,6.960006377102152e-05
R3HDML,4,5.905817884685746e-08
HNF4A,3,4.4293634135143096e-08
NDRG3,5932,8.758327922988962e-05
SLA2,130,1.9193908125228674e-06
RAB5IF,102,1.5059835605948652e-06
NFATC2,538,7.943325054902328e-06
RIMS4,2078,3.068072391094245e-05
PABPC1L,775,1.1442522151578632e-05
STK4,2422,3.575972729177219e-05
SALL4,211,3.115318934171731e-06
ADNP,11462,0.00016923121148567006
PFDN4,2001,2.9543853968140446e-05
DOK5,121,1.7865099101174383e-06
CSTF1,3865,5.706496531077602e-05
BMP7,2867,4.2329949688485087e-05
RAE1,6182,9.12744154078182e-05
TPD52L2,9458,0.00013964306388339446
DNAJC5,6084,8.98274900260702e-05
NELFCD,12595,0.00018595944064404244
CTSZ,21600,0.0003189141657730303
PRPF6,14199,0.00020964177036163228
