data origin: '../data/d1f7678a-8106-46c9-95b7-5ec5d940f08c.rna_seq.augmented_star_gene_counts.tsv'
19938 coding genes total
67729823 total expressions counted
gene name,unstranded count,normalized_count
ADIPOR2,4788,7.069264007968838e-05
CDKL3,34,5.019945201982884e-07
UPP2,5,7.382272355857183e-08
PRSS21,8,1.1811635769371492e-07
MARK4,3627,5.3551003669388005e-05
PROM1,152,2.2442107961805834e-06
CCDC124,3694,5.4540228165072864e-05
CEACAM21,15,2.214681706757155e-07
PAFAH1B1,4247,6.27050213906509e-05
NOS2,27,3.9864270721628785e-07
DNAH9,5,7.382272355857183e-08
KIAA0100,6890,0.00010172771306371198
SLC13A2,49,7.234626908740039e-07
GAS7,1313,1.9385847206480963e-05
TRAPPC6A,2416,3.5671140023501906e-05
MATK,714,1.0541884924164056e-05
CEACAM7,52,7.677563250091471e-07
CD79B,56,8.268145038560045e-07
SCN4A,16,2.3623271538742985e-07
ST7L,606,8.947314095298906e-06
TKTL1,3,4.4293634135143096e-08
PAX6,49,7.234626908740039e-07
RPUSD1,2144,3.16551838619156e-05
RHBDF1,3123,4.610967313468396e-05
LUC7L,2144,3.16551838619156e-05
CACNA2D2,731,1.07928821842632e-05
BAIAP3,243,3.587784364946591e-06
TSR3,2044,3.0178729390744165e-05
PIGQ,3933,5.80689543511726e-05
CRAMP1,1121,1.6551054621831805e-05
TEAD3,2962,4.373258143609795e-05
SELE,89,1.3140444793425786e-06
DNAJC11,1699,2.5084961465202707e-05
FMO3,342,5.049474291406313e-06
MYLIP,1918,2.8318396757068154e-05
NOX1,89,1.3140444793425786e-06
E2F2,560,8.268145038560044e-06
PSMB1,18299,0.00027017640367966116
SYN1,51,7.529917802974326e-07
JARID2,2068,3.053307846382531e-05
CDKL5,624,9.213075900109765e-06
CAMK1G,16,2.3623271538742985e-07
CDK11A,95,1.4026317476128648e-06
NADK,4414,6.51707003575072e-05
TFAP2B,18817,0.00027782443784032923
TFAP2D,0,0.0
DLEC1,40,5.905817884685746e-07
CYTH3,2417,3.568590456821362e-05
ADAM22,150,2.2146817067571548e-06
SYPL1,6060,8.947314095298906e-05
CYB561,17080,0.00025217842367608134
SPAG9,3090,4.562244315919739e-05
CELSR3,244,3.602548909658305e-06
AASS,285,4.207895242838594e-06
PLEKHG6,699,1.0320416753488342e-05
SS18L2,2094,3.091695662632988e-05
MPND,562,8.297674127983474e-06
MGST1,8060,0.00011900223037641778
CRY1,1149,1.6964461873759805e-05
PGLYRP1,0,0.0
NFIX,3554,5.247319190543285e-05
ST3GAL1,6410,9.464073160208908e-05
MMP25,69,1.0187535851082912e-06
IL32,1885,2.783116678158158e-05
PKD1,1354,1.9991193539661252e-05
MAPK8IP2,7954,0.00011743718863697607
MED24,11694,0.0001726565858587878
RHOBTB2,670,9.892244956848624e-06
HEATR5B,1717,2.5350723270013565e-05
SEC62,13414,0.0001980516027629365
RPS20,102488,0.0015131886584141818
CSDE1,39592,0.0005845578542261952
UBE3C,5850,8.637258656352904e-05
REV3L,945,1.3952494752570075e-05
TENM1,8,1.1811635769371492e-07
PAX7,195,2.879086218784301e-06
MASP2,34,5.019945201982884e-07
IYD,65,9.596954062614337e-07
FAM76A,1209,1.785033455646267e-05
TRAF3IP3,182,2.6871471375320145e-06
POMT2,1261,1.8618090881471816e-05
VTA1,4031,5.951587973292061e-05
MLXIPL,43,6.348754226037177e-07
BAZ1B,7927,0.00011703854592975977
RANBP9,2728,4.027767797355679e-05
ETV7,645,9.523131339055766e-06
SPRTN,1225,1.80865672718501e-05
EEF1AKNMT,1895,2.7978812228698723e-05
DYRK4,1080,1.5945708288651516e-05
ZNF207,8420,0.00012431746647263497
UQCRC1,12061,0.00017807517376798696
STARD3NL,1933,2.853986492774387e-05
CD9,57926,0.0008552510169707664
HHATL,3,4.4293634135143096e-08
NCAPD2,8579,0.00012666502908179755
IFFO1,510,7.5299178029743264e-06
GIPR,52,7.677563250091471e-07
PHF7,479,7.072216916911181e-06
SEMA3G,879,1.2978034801596927e-05
NISCH,5119,7.557970437926584e-05
STAB1,1006,1.4853131979984651e-05
FUZ,1201,1.773221819876895e-05
SLC6A13,8,1.1811635769371492e-07
IDS,121,1.7865099101174383e-06
PRSS3,2,2.952908942342873e-08
ZNF200,620,9.154017721262907e-06
CD4,2089,3.0843133902771306e-05
LRRC23,1518,2.2412578872382407e-05
BTK,332,4.90182884428917e-06
HFE,1662,2.4538673310869276e-05
SCMH1,2429,3.586307910475419e-05
FYN,1374,2.0286484433895537e-05
HIVEP2,2705,3.993809344518736e-05
FMO1,669,9.87748041213691e-06
ELOA,4514,6.664715482867865e-05
LYPLA2,7687,0.00011349505519894833
CLCN6,610,9.006372274145763e-06
MRC2,9475,0.00013989406114349361
NME1-NME2,0,0.0
SLC6A7,14,2.0670362596400112e-07
TSPAN9,4141,6.113997965120919e-05
BTBD7,1732,2.557219144068928e-05
APBA3,634,9.360721347226907e-06
MKS1,1103,1.6285292817020947e-05
ABHD5,3332,4.9195462979432264e-05
ANOS1,437,6.452106039019178e-06
AKAP8L,2153,3.178806476432103e-05
MBTD1,953,1.407061111026379e-05
UTP18,2976,4.393928506206195e-05
RNF216,3055,4.5105684094287385e-05
TTC19,2384,3.519867459272705e-05
PTBP1,26703,0.0003942576374369087
DPF1,38,5.610526990451459e-07
SYT7,1832,2.704864591186072e-05
LARS2,1360,2.0079780807931537e-05
PIK3C2A,1840,2.7166762269554434e-05
PLAUR,3046,4.497280319188196e-05
ANLN,2165,3.19652393008616e-05
WIZ,5968,8.811480283951133e-05
RABGAP1,4352,6.425529858538092e-05
DCN,34466,0.0005088747980339473
QPCTL,910,1.3435735687660073e-05
PPP5C,3881,5.730119802616345e-05
CEP68,1327,1.9592550832444962e-05
MAP4K3,2146,3.168471295133903e-05
ZBTB32,22,3.2481998365771606e-07
TYROBP,2678,3.953945073797107e-05
TMEM159,3949,5.830518706656003e-05
GABRA3,21,3.100554389460017e-07
BRCA1,659,9.729834965019767e-06
ERCC1,3777,5.576568537614516e-05
CD22,487,7.190333274604896e-06
SEMA3B,2336,3.448997644656476e-05
MBTPS2,1212,1.7894628190597812e-05
PRICKLE3,925,1.3657203858335787e-05
LTF,23485,0.00034674533255461186
EXTL3,1735,2.5616485074824424e-05
NR1H4,1,1.4764544711714365e-08
ELOVL5,52945,0.000781708819761717
ALOX5,454,6.703103299118322e-06
KDM5D,1,1.4764544711714365e-08
CALCOCO1,3630,5.359529730352315e-05
UBR7,3589,5.298995097034286e-05
MAP4K5,2665,3.9347511656718785e-05
EHD3,1109,1.637388008529123e-05
PSMC4,10652,0.0001572719302691814
MAN2B2,4665,6.887660108014751e-05
SLC7A14,1,1.4764544711714365e-08
CLDN11,110,1.6240999182885803e-06
SLC25A39,9209,0.0001359666922501776
MVP,19485,0.00028768715370775444
NUB1,5052,7.459047988358097e-05
PGM3,2463,3.6365073624952484e-05
RWDD2A,571,8.430555030388903e-06
CLK1,3117,4.6021085866413676e-05
POLR3B,802,1.184116485879492e-05
ANGEL1,718,1.0600943103010914e-05
RNF14,4199,6.199632324448862e-05
DNASE1L1,422,6.230637868343462e-06
DDX11,1105,1.6314821906444373e-05
HEBP1,6408,9.461120251266566e-05
GPRC5A,79712,0.0011769113880601755
MAMLD1,165,2.4361498774328705e-06
CD6,155,2.288504430315727e-06
TACC3,1953,2.8835155821978155e-05
UFL1,2048,3.023778756959102e-05
POLA2,385,5.684349714010031e-06
ZC3H3,4371,6.453582493490349e-05
CAPN1,16248,0.000239894322475935
ACP3,46,6.791690567388608e-07
MDH1,11804,0.00017428068577707637
SLC30A9,2096,3.094648571575331e-05
MTMR11,1506,2.2235404335841833e-05
COX15,2240,3.307258015424018e-05
CCDC88C,2581,3.810728990093478e-05
YAF2,725,1.0704294915992915e-05
ZMYND11,4999,7.380795901386011e-05
WAS,319,4.709889763036882e-06
DPEP1,40,5.905817884685746e-07
BID,2884,4.258094694858423e-05
MATR3,1,1.4764544711714365e-08
NPC1L1,31,4.577008860631453e-07
XYLT2,3601,5.316712550688343e-05
RGPD5,1,1.4764544711714365e-08
STMN4,6,8.858726827028619e-08
NUDCD3,7266,0.00010727918187531658
ISL1,0,0.0
CHDH,668,9.862715867425197e-06
IL20RA,230,3.3958452836943042e-06
CLCA1,0,0.0
CLCA4,3,4.4293634135143096e-08
GLT8D1,4850,7.160804185181467e-05
ATP2C1,6296,9.295757350495365e-05
IGF1,35,5.167590649100028e-07
SLC38A5,829,1.2239807566011209e-05
RALBP1,2793,4.1237373379818226e-05
RUFY3,1095,1.616717645932723e-05
CNTN1,790,1.1663990322254349e-05
SLC11A1,465,6.86551329094718e-06
WWTR1,3039,4.4869451378899956e-05
AGPS,3906,5.767031164395631e-05
CXorf56,1330,1.9636844466580105e-05
ATP1A2,66,9.74459950973148e-07
TTC27,1530,2.258975340892298e-05
ZNF582,255,3.7649589014871632e-06
VSIG2,25,3.6911361779285915e-07
PHLDB1,3975,5.86890652290646e-05
MARCO,40,5.905817884685746e-07
CYP24A1,6,8.858726827028619e-08
PRDM11,428,6.319225136613748e-06
SYT13,1765,2.6059421416175856e-05
SNAI2,2087,3.081360481334788e-05
CD74,95564,0.0014109589508302716
HGF,110,1.6240999182885803e-06
ZRANB1,659,9.729834965019767e-06
NCDN,3911,5.7744134367514885e-05
ADGRA2,1940,2.8643216740725868e-05
ZFP64,1550,2.2885044303157265e-05
MNAT1,1100,1.62409991828858e-05
SAMD4A,666,9.833186778001767e-06
RUNX3,634,9.360721347226907e-06
MRE11,1768,2.6103715050311e-05
PLEKHB1,844,1.2461275736686925e-05
SERPINB1,4335,6.400430132528178e-05
CYP3A43,5,7.382272355857183e-08
SLC7A9,52,7.677563250091471e-07
SPAST,1115,1.6462467353561517e-05
NRXN3,473,6.983629648640895e-06
OSBPL5,3112,4.594726314285511e-05
AQR,3904,5.764078255453288e-05
CPS1,152,2.2442107961805834e-06
C8B,4,5.905817884685746e-08
FHL1,1558,2.3003160660850983e-05
RTF2,5887,8.691887471786247e-05
GABRA1,0,0.0
NLRP2,6656,9.827280960117082e-05
SLC45A4,1122,1.656581916654352e-05
RNF10,15196,0.0002243620214392115
ZNF839,239,3.528726186099733e-06
ZDHHC6,2771,4.0912553396160504e-05
GRAMD1B,289,4.2669534216854516e-06
RNH1,12632,0.00018650572879837587
NDUFS1,4558,6.729679479599408e-05
RB1CC1,4057,5.989975789542518e-05
ERP44,7500,0.00011073408533785774
ALAS1,3394,5.0110864751558554e-05
BIRC3,460,6.7916905673886084e-06
AKAP11,1417,2.0921359856499256e-05
GLRX2,3838,5.6666322603559734e-05
SNAPC1,429,6.333989681325463e-06
DERA,1095,1.616717645932723e-05
STRAP,5338,7.881313967113129e-05
ABCC2,383,5.6548206245866016e-06
DEF6,830,1.2254572110722923e-05
PLEKHO1,4638,6.847795837293123e-05
GCLM,1536,2.2678340677193265e-05
UBR2,4231,6.246878867526348e-05
EHD2,5634,8.318344490579873e-05
DEPDC1,505,7.456095079415754e-06
CCDC28A,802,1.184116485879492e-05
RRAGD,1059,1.5635652849705515e-05
HSF2,1066,1.5739004662687513e-05
PHF20,4430,6.540693307289464e-05
HSD17B6,324,4.783712486595454e-06
NR1H3,835,1.2328394834281495e-05
TYMP,9836,0.0001452240617844225
NCAPH2,2552,3.767911810429506e-05
TOMM34,5430,8.017147778460901e-05
SEC63,9746,0.0001438952527603682
KPNA6,4490,6.62928057555975e-05
VIM,47557,0.000702157452855
RTEL1-TNFRSF6B,29,4.281717966397166e-07
FAS,1219,1.799798000357981e-05
RNASET2,2765,4.082396612789022e-05
CD44,16880,0.0002492255147337385
KCNG1,213,3.14484802359516e-06
AGPAT4,734,1.0837175818398345e-05
SLAMF7,596,8.799668648181762e-06
BTN3A1,2710,4.001191616874593e-05
MIPEP,2871,4.2389007867331945e-05
PRKCH,779,1.1501580330425491e-05
INSRR,24,3.5434907308114477e-07
IFNGR1,4594,6.78283184056158e-05
B4GALT7,2073,3.060690118738388e-05
SH2D2A,189,2.790498950514015e-06
VRK2,787,1.1619696688119206e-05
TNFRSF1B,963,1.4218256557380934e-05
VEZT,4687,6.920142106380523e-05
POU2F2,368,5.433352453910886e-06
BRD9,1430,2.1113298937751542e-05
SNX1,8594,0.00012688649725247326
TBPL1,1126,1.6624877345390374e-05
ARNTL2,162,2.391856243297727e-06
BCLAF1,8498,0.00012546910096014868
SLC39A9,9943,0.00014680386806857593
ANK1,65,9.596954062614337e-07
IBSP,253,3.7354298120637346e-06
TFB1M,575,8.48961320923576e-06
RABEP1,2033,3.0016319398915304e-05
HMGB3,8570,0.00012653214817939212
NUP160,2110,3.115318934171731e-05
BAK1,1232,1.8189919084832097e-05
MUSK,3,4.4293634135143096e-08
IKZF2,323,4.76894794188374e-06
GRN,19452,0.00028719992373226784
FAM13B,1693,2.499637419693242e-05
ARHGAP31,1240,1.8308035442525815e-05
CENPQ,351,5.182355193811742e-06
SARS1,9247,0.00013652774494922273
RANBP3,4609,6.804978657629151e-05
ARID4A,756,1.116199580205606e-05
EIPR1,1751,2.5852717790211853e-05
PNPLA6,2609,3.852069715286278e-05
IFT88,1335,1.9710667190138677e-05
ALG1,1004,1.4823602890561224e-05
ZCCHC8,2294,3.386986556867276e-05
ABCF2,2055,3.0341139382573022e-05
CHPF2,3668,5.415635000256829e-05
LRRC7,20,2.952908942342873e-07
FUT8,3549,5.2399369181874285e-05
UBA6,1562,2.306221883969784e-05
GAB2,1552,2.2914573392580694e-05
ATP6V0A1,3913,5.777366345693831e-05
PIAS1,1709,2.523260691231985e-05
SLC4A7,1154,1.7038284597318377e-05
APBA2,1155,1.7053049142030093e-05
MAP2K3,2318,3.42242146417539e-05
EFCAB1,200,2.952908942342873e-06
TMSB10,155892,0.0023016744041985757
ASTE1,522,7.7070923395149e-06
RNF19A,2921,4.312723510291766e-05
PEX3,934,1.3790084760741217e-05
GABARAPL2,3106,4.585867587458482e-05
MYOC,3,4.4293634135143096e-08
SH3YL1,5233,7.726286247640127e-05
FAM136A,2444,3.608454727542991e-05
VCL,11263,0.0001662930670880389
DEPDC1B,335,4.946122478424312e-06
DAPK2,681,1.0054654948677483e-05
NSMAF,3031,4.4751335021206244e-05
ADSS2,6219,9.182070356215164e-05
STAP1,78,1.1516344875137206e-06
TIMP2,23305,0.0003440877145065033
RFC1,1733,2.5586955985400995e-05
TBC1D23,2026,2.9912967585933306e-05
CUL3,2070,3.0562607553248735e-05
MYOM2,47,6.939336014505752e-07
OTC,0,0.0
CYP46A1,52,7.677563250091471e-07
ZZZ3,2780,4.104543429856594e-05
SLC18A1,0,0.0
USP2,330,4.872299754865741e-06
CASR,0,0.0
TUBG2,709,1.0468062200605484e-05
RPL26L1,1780,2.628088958685157e-05
FLT4,696,1.0276123119353198e-05
NSUN2,4076,6.018028424494775e-05
FBXO42,2430,3.587784364946591e-05
MFAP3,585,8.637258656352903e-06
MRI1,320,4.724654307748597e-06
METTL1,2690,3.971662527451164e-05
HOXC8,1031,1.522224559777751e-05
AGA,884,1.30518575251555e-05
PI4K2B,914,1.349479386650693e-05
BOD1L1,1480,2.185152617333726e-05
MAT2B,4269,6.302984137430863e-05
TLL1,151,2.229446251468869e-06
EDC4,1078,1.5916179199228086e-05
TRIO,3665,5.411205636843315e-05
VCAN,17740,0.00026192302318581287
CLEC16A,1805,2.665000320464443e-05
MSR1,1907,2.8155986765239297e-05
CDH1,21675,0.0003200215066264089
MTREX,3852,5.687302622952374e-05
DNAH5,384,5.669585169298316e-06
ZFYVE16,1039,1.5340361955471226e-05
RIPOR1,2299,3.3943688292231326e-05
C6,44,6.496399673154321e-07
RAI14,2797,4.129643155866508e-05
SOX30,8,1.1811635769371492e-07
PNKP,1739,2.5675543253671283e-05
BEST2,0,0.0
PHLPP2,452,6.673574209694893e-06
SPDL1,951,1.4041082020840362e-05
STAU2,3312,4.8900172085197975e-05
SLC66A1,1931,2.851033583832044e-05
CTNS,789,1.1649225777542634e-05
RTN4R,868,1.2815624809768069e-05
PHF23,3257,4.8088122126053686e-05
CDH10,0,0.0
INPP4A,1457,2.151194164496783e-05
RAB27B,924,1.3642439313624074e-05
PSMA4,17762,0.00026224784316947056
MYO16,27,3.9864270721628785e-07
LSG1,3961,5.84823616031006e-05
PARP3,2705,3.993809344518736e-05
TNC,108140,0.0015966378651247914
THAP3,1327,1.9592550832444962e-05
RIPOR3,296,4.370305234667452e-06
TDP1,2000,2.952908942342873e-05
AIFM2,1904,2.811169313110415e-05
C2orf83,1,1.4764544711714365e-08
SPATA7,562,8.297674127983474e-06
MED17,344,5.079003380829742e-06
RETSAT,9004,0.00013293996058427615
CAPG,10200,0.00015059835605948653
AP2S1,9440,0.0001393773020785836
USH2A,13,1.9193908125228676e-07
ZPBP,4,5.905817884685746e-08
TG,213,3.14484802359516e-06
ADAM28,130,1.9193908125228674e-06
BARX2,239,3.528726186099733e-06
DCUN1D1,3223,4.75861276058554e-05
JADE2,2056,3.0355903927284735e-05
ZIC2,11,1.6240999182885803e-07
LCP2,1004,1.4823602890561224e-05
TRIT1,1925,2.8421748570050152e-05
ADRB1,2,2.952908942342873e-08
GUCA2B,0,0.0
CUL7,2690,3.971662527451164e-05
CTNNA1,32537,0.0004803939912850503
PHKA2,491,7.249391453451754e-06
CNTLN,650,9.596954062614338e-06
EPHA3,158,2.33279806445087e-06
HSPA5,92654,0.0013679941257191829
DSG2,4097,6.049033968389376e-05
GEMIN8,1287,1.900196904397639e-05
OFD1,2619,3.8668342599979924e-05
GPM6B,643,9.493602249632336e-06
MAGEC2,0,0.0
PREX2,211,3.115318934171731e-06
WDR37,976,1.441019563863322e-05
YTHDC2,2074,3.0621665732095594e-05
CTPS2,4608,6.80350220315798e-05
ATP6V1H,5760,8.504377753947475e-05
POLR2B,3204,4.730560125633283e-05
FAM214A,3613,5.3344300043424e-05
ARAP2,558,8.238615949136617e-06
TPR,12453,0.000183862875294979
CP,27015,0.0003988641753869636
KATNIP,1611,2.3785681530571843e-05
DTNBP1,1890,2.790498950514015e-05
XK,32,4.724654307748597e-07
ANO2,113,1.6683935524237232e-06
C12orf4,734,1.0837175818398345e-05
SCML1,398,5.876288795262318e-06
WWC3,7327,0.00010817981910273115
ARHGAP6,193,2.8495571293608725e-06
FAM184B,160,2.3623271538742985e-06
MAP4,17524,0.00025873388152808255
GOPC,2276,3.3604103763861895e-05
ROS1,2,2.952908942342873e-08
USP28,2267,3.347122286145647e-05
HDAC9,225,3.322022560135732e-06
TSPAN17,3273,4.8324354841441115e-05
NOP16,1435,2.1187121661310115e-05
CC2D2A,498,7.352743266433754e-06
RRM2B,2567,3.790058627497078e-05
ZNF800,1171,1.7289281857417522e-05
TNFRSF17,121,1.7865099101174383e-06
SNX29,1042,1.538465558960637e-05
LMO3,62,9.154017721262906e-07
MRPS10,2958,4.367352325725109e-05
GUCA1A,1,1.4764544711714365e-08
RSF1,3081,4.548956225679196e-05
VPS13D,4087,6.034269423677661e-05
CELF2,936,1.3819613850164646e-05
FAM120A,11702,0.0001727747022164815
R3HDM1,3084,4.55338558909271e-05
COL9A2,685,1.011371312752434e-05
KITLG,8046,0.00011879552675045378
ERCC8,484,7.146039640469753e-06
ADAMTS6,232,3.425374373117733e-06
H6PD,3632,5.362482639294657e-05
VAMP3,5902,8.714034288853818e-05
PER3,688,1.0158006761659483e-05
UTS2,8,1.1811635769371492e-07
TNFRSF9,119,1.7569808206940094e-06
EPN3,2714,4.007097434759279e-05
LTBP1,5028,7.423613081049983e-05
RCN1,3363,4.965316386549541e-05
ELN,9862,0.00014560793994692709
RFC2,3490,5.1528261043883136e-05
ARID1B,4027,5.945682155407375e-05
CLPTM1L,8646,0.0001276542535774824
NEDD4L,507,7.485624168839183e-06
FOXP3,320,4.724654307748597e-06
PPP1R3F,201,2.9676734870545875e-06
HEXB,8398,0.00012399264648897725
PTCD2,841,1.2416982102551782e-05
NEXMIF,40,5.905817884685746e-07
JKAMP,3032,4.4766099565917954e-05
DKK3,7782,0.0001148976869465612
ARHGEF5,684,1.0098948582812626e-05
NFE2L3,866,1.278609572034464e-05
MCUR1,2998,4.426410504571967e-05
LIMA1,7368,0.00010878516543591144
LETMD1,1896,2.7993576773410436e-05
SLC4A8,1013,1.4956483792966653e-05
LAMC3,143,2.111329893775154e-06
PTGER3,1974,2.9145211260924156e-05
TNIP3,7,1.0335181298200056e-07
MAPK9,3640,5.374294275064029e-05
COL23A1,111,1.6388644630002946e-06
BCAR1,3882,5.731596257087517e-05
FAM160A2,1735,2.5616485074824424e-05
HERPUD1,4804,7.09288727950758e-05
HOMER3,909,1.3420971142948358e-05
RAD51,616,9.094959542416048e-06
POLQ,303,4.473657047649453e-06
PIK3CB,1772,2.6162773229157855e-05
CYBA,2024,2.9883438496509876e-05
THOC3,1613,2.3815210619995272e-05
HEBP2,9738,0.0001437771364026745
MPHOSPH9,731,1.07928821842632e-05
PLEKHA5,1511,2.2309227059400405e-05
PRSS8,2999,4.427886959043138e-05
SIKE1,2479,3.660130634033991e-05
RRP12,3490,5.1528261043883136e-05
FNIP2,611,9.021136818857478e-06
MSMO1,2518,3.717712358409677e-05
TTC17,3904,5.764078255453288e-05
ALX4,25,3.6911361779285915e-07
FSTL4,195,2.879086218784301e-06
FOXN3,1575,2.3254157920950125e-05
METTL24,70,1.0335181298200056e-06
AKR7A2,3508,5.179402284869399e-05
MRTO4,4443,6.559887215414692e-05
NNAT,8,1.1811635769371492e-07
