id	filename	md5	size	state
9765934d-d954-485c-abfe-b9db59f18193	956570e5-7ed4-4d17-a830-f1bc67a7af15.rna_seq.augmented_star_gene_counts.tsv	12faade223516e546bd72fddf589d3b4	4254666	released
e67bbc10-91cf-406e-8d5f-8d44c77315f1	cbf0063b-68e5-42ee-9292-dfbf918a7b08.rna_seq.augmented_star_gene_counts.tsv	7613e39e213fb43e848f5ba3d3252217	4236013	released
c32d5451-815d-4451-97b1-e61801574c22	dcd8e56d-d2a0-403b-89c9-351c7aae47ad.rna_seq.augmented_star_gene_counts.tsv	4d7546a68a2eb5b353fc0a91516b346e	4236714	released
c2515ef2-5cfc-4cc2-9541-ae072616d361	f8ff90c6-3554-4e19-ae56-18f30f51f9b5.rna_seq.augmented_star_gene_counts.tsv	d61084c7ec83790624ec22b272b5b8e7	4242493	released
7814e438-105f-4d5b-94fe-8c66e95585ea	cfbfbac5-7f44-4537-9a1c-088075a936e6.rna_seq.augmented_star_gene_counts.tsv	af41be3a78fe9984bb3eebfe07bc9064	4255970	released
8d558ae5-f3a1-49fa-aa44-5abc6244b57a	59c3ac05-7a99-4817-ae14-1584f2b7bf36.rna_seq.augmented_star_gene_counts.tsv	54400517921d7eee7643b33abf11db2f	4252729	released
84df6b33-7f6a-496d-8cd7-f523b07fd0bb	5b51c204-3342-46d9-86a4-2ed091492318.rna_seq.augmented_star_gene_counts.tsv	ca4cc8b1ddd553d365ed288a52d85849	4246042	released
c3bab823-4bf2-40ea-903c-fb342067c893	187f14ba-0002-4f99-9eb1-af93cbfdd4c2.rna_seq.augmented_star_gene_counts.tsv	b80c49bbf0320978dd1bddf880b81bb7	4272720	released
8a84b9a5-d453-416b-b481-f15402c2eb54	8c0d18d4-98f5-4a66-b62e-7cede666c49f.rna_seq.augmented_star_gene_counts.tsv	6a90260b6cce8a93cdd63247e527e5b2	4234079	released
f2a4b38d-bfc0-4363-9a58-b5fa2af26ff3	4665ff5e-adb6-4b88-8a42-cb25c4fda0a0.rna_seq.augmented_star_gene_counts.tsv	753ef81b3c1c598ba010e7d1ef89d13e	4248071	released
507952aa-23c0-4239-ae19-04d8f862acc2	55d29bdf-c959-4eda-ab2b-e09d7abb58fa.rna_seq.augmented_star_gene_counts.tsv	be0a14cf9d711fef977c6f1433337e30	4249910	released
14979d31-e8b1-4948-beea-f913dfefa200	deb14c1d-474c-4d6f-bb8a-2b6df5dce5c9.rna_seq.augmented_star_gene_counts.tsv	36946ef0c730515335ad58f52942f433	4252274	released
50721c97-1a23-405b-b7b3-2955e4c62e5a	00063026-2a67-41de-b105-f80dca277978.rna_seq.augmented_star_gene_counts.tsv	3fb7a3e813e43c3d1dfaecd082130385	4234333	released
1b65bcb7-8170-4eb8-af93-c547b984c571	ad502a9c-1f1a-4118-a8f9-2cffb9b0c610.rna_seq.augmented_star_gene_counts.tsv	a76a6ba060d463430185ef80bd9984bb	4248511	released
d32a2386-8747-4f9f-84b2-130a2c948342	7e11de5c-487d-4fc2-845e-efab7a39e031.rna_seq.augmented_star_gene_counts.tsv	71a0826c05586bbfcc8672256fe087d3	4246922	released
a260d9e5-d88e-44eb-8431-4266c1baf68a	9c20991b-fb37-4984-8b57-2c1fa8112d1a.rna_seq.augmented_star_gene_counts.tsv	8439e7ee7f371c0c298f95689b26ea7c	4222815	released
fc9fab5b-52f0-4c79-bdf3-750c650a0fdc	ea43014e-5b51-4b3c-b16b-6d58df9f4a1d.rna_seq.augmented_star_gene_counts.tsv	c656732fd2ed7fd3b998f13ca7e34fc6	4260228	released
8849e5bf-ff35-4cbf-972c-01fb92201a73	feb7140e-d822-4462-8dfa-7a63805ac740.rna_seq.augmented_star_gene_counts.tsv	e2a6d47d3a8a4d33f7ed25851b21da3f	4257533	released
456bc30b-59f8-4427-b798-5b113ca635a0	653ddf67-d2ac-4fc7-8e95-b4a078e27806.rna_seq.augmented_star_gene_counts.tsv	83584bcd645ae56b666fafb2cd8c2deb	4242870	released
336f0e3e-878e-4ee8-b2aa-cc536f3432f3	0a950719-ca7a-4dbf-8755-262cabf3d4b7.rna_seq.augmented_star_gene_counts.tsv	e06e1d24ed19e04ae1d43afb3222f6bd	4261615	released
e4732dd4-002a-4b37-9a56-d01d551e9cc3	9c1779d3-6e10-413b-9df9-a9378862d8c4.rna_seq.augmented_star_gene_counts.tsv	8342e92db4e2a962256b2d078f7d0608	4225561	released
7235fd65-e9cb-45f1-ac78-cad80823325e	b021039d-26c3-4851-9641-ddd81e408339.rna_seq.augmented_star_gene_counts.tsv	b8849d5006f38f71d2d85d90b54e5961	4252760	released
0d11c50a-8648-48ea-a107-e138a1d3e086	bf3ea4a0-bcd6-4e9d-acbb-3416f6ce53b7.rna_seq.augmented_star_gene_counts.tsv	9e98790b2c61a368f8dc97f0d55baf6f	4233362	released
8f4d34b3-5dd0-4ff2-b017-0cfa6e5c5f6b	95e450bd-ff88-4498-9418-e09883c94988.rna_seq.augmented_star_gene_counts.tsv	58631ac82c768759da902c6b39319581	4252008	released
e84b9f1a-0def-425b-86c1-c143b27509b5	4497500a-5721-4d7a-8ed9-1ba7b42fb6ab.rna_seq.augmented_star_gene_counts.tsv	a994157abf6f5cd076d1c50850a911a6	4259956	released
bd239a8e-56e2-45ca-bc44-bff98b72c1d6	d28a7c02-2f33-46e2-bff9-5ed518ea6fb6.rna_seq.augmented_star_gene_counts.tsv	29dd21ad6b69b899dbc5d44104a2d695	4256261	released
00b13ccf-ad7c-4613-8366-7c583a399691	c763a483-415e-4cb4-9cdf-4e6c31e8a9c9.rna_seq.augmented_star_gene_counts.tsv	66d28f5c10a9c7989e2fb33d0e62bb3e	4245694	released
a930c017-565f-49ad-893a-37cc394c269d	cc502455-f72f-491d-9486-a344e169dcfc.rna_seq.augmented_star_gene_counts.tsv	d9fa1a48770bb07ca90a7aa71b2d28af	4244144	released
56081713-6249-4a3f-8498-277e688d1ec9	db5f53f3-6438-4f23-9683-ee16244d98b9.rna_seq.augmented_star_gene_counts.tsv	1043776be882618cf2b98f835d658bb4	4235320	released
04a7cce8-c3b3-4994-9dac-c0e53099f37d	676cce88-9f6e-4490-8e73-c0e88bd00075.rna_seq.augmented_star_gene_counts.tsv	8bd64566a6e28ef70633a906518ec4b6	4248694	released
5fbbee45-08b5-4cd0-83c6-c18bc4e89d99	034f8d01-f664-494b-bc04-77485000611f.rna_seq.augmented_star_gene_counts.tsv	8ac64126e6f11ef928219c1d838cb7c0	4244985	released
c7aeba7e-b78e-4586-a4dd-8a04cc440737	f48956a3-c821-429f-b1ad-a27133d739bd.rna_seq.augmented_star_gene_counts.tsv	c1eec3dc00fe57bc150f50f811eb73f2	4246073	released
94ae90d4-16a8-4922-b6b6-e5fcec9d0ae6	f1d01b35-7a63-48c1-82ae-a9684906ef65.rna_seq.augmented_star_gene_counts.tsv	8b1777cf1b2367e318997f35a0382ee5	4239996	released
8fb0660c-fb39-47f0-8450-1f7abff3b656	3334577a-8045-4613-9a1b-e79fd62d5d6d.rna_seq.augmented_star_gene_counts.tsv	82250c0adab66ef3636fdad8e6cf5b8c	4235162	released
d9b6b523-00de-4638-a3f3-8de841fb7183	39a75bde-24a0-4d26-8377-df045423f786.rna_seq.augmented_star_gene_counts.tsv	65006e52dcffc837e85032ae33432f83	4259884	released
deb932e6-470e-4fae-88f1-efb2e820325e	d372fdcf-a087-4773-880a-169ecc0d1fd0.rna_seq.augmented_star_gene_counts.tsv	32b0f851fecf8222a3e360c54b962983	4230151	released
56209bc1-f94b-4aa4-a9dd-757003f36fd2	2ae456c7-57fa-4146-9b29-2d4129f0cf7c.rna_seq.augmented_star_gene_counts.tsv	52a0419513d42b3c601d7054d8663121	4247625	released
5bee33e8-6c0e-4b47-b5b4-a82bf5784d81	9cb6482e-6f20-4aad-986c-7ccea66b7cc8.rna_seq.augmented_star_gene_counts.tsv	1fd96ef0ad510184ed3f47f77c7742c1	4252498	released
451ecdf8-433f-4d38-8ab6-3cc8d428ed95	d7eb3fb0-7bfe-4f69-b298-41dde09902e6.rna_seq.augmented_star_gene_counts.tsv	ae14b0d5aa8904bb75c55cf5736c4880	4256048	released
5d875fca-d1ff-4c08-9dfa-0f1e67dc586b	1467bc96-cad8-4011-962e-d43e6c725f63.rna_seq.augmented_star_gene_counts.tsv	4cd770ce375dd3ca31cb170f83659f0e	4249921	released
a4fc84b0-29ff-4994-b493-1102a044838d	4d54d278-9d82-4681-9b6a-247e79a9a83e.rna_seq.augmented_star_gene_counts.tsv	9f16d478d18e701ad97fe9a61ba1052c	4221988	released
fa48dda4-5b65-44fa-b0c3-b02d53d928c5	7830107d-bc45-4391-b95c-787a246cf059.rna_seq.augmented_star_gene_counts.tsv	6bbf927e81f146d56308697c631f540b	4253388	released
09f9ebad-e7cd-4c20-9eab-8fd2066d9051	31c69703-e318-4e31-aae8-c6cfabe61bc3.rna_seq.augmented_star_gene_counts.tsv	482496c170ea4094573f142fc68cba9b	4244293	released
90452523-0f9a-4c14-9d5f-e44f7079fb18	38387a4f-c65d-4075-8133-fdf259e919ed.rna_seq.augmented_star_gene_counts.tsv	96812a3c2bc4d47d1b261e1573bdeefd	4213910	released
b54476c3-f6f1-4474-b447-72023ba97687	65c868ba-94ed-43f2-bfd1-814979ee9486.rna_seq.augmented_star_gene_counts.tsv	2a59a4e48f556d4c21a91e7c09e8672c	4249903	released
5fcd0660-3e77-4a56-af19-01045301708c	60e5b5de-ba65-46c7-82ee-8181628f0cbd.rna_seq.augmented_star_gene_counts.tsv	f4b4b769f16c461fbeb7a8caa544af99	4253653	released
398fa6bf-78af-473b-8f2c-a2b3b605131f	a852a227-c31f-410f-baee-81135917a7d2.rna_seq.augmented_star_gene_counts.tsv	300bd799d99d4968aa1eb35bbd6385ea	4245036	released
e21262db-a694-4461-b1b0-e52c0891113a	04de1f79-fdfc-4662-bab2-a3ed667c7dea.rna_seq.augmented_star_gene_counts.tsv	47c149d8b5d70ad11ae5645e9f3027ab	4229610	released
5a827399-307b-412b-a2ce-f6c81d2750a6	af58b506-df1d-4221-964d-76dbade6ab85.rna_seq.augmented_star_gene_counts.tsv	257a83bd145e0b63ae42066dbddba90b	4243386	released
55214dd2-b3e8-444c-9d02-3db6008b1920	cfe1c805-2211-419c-bf9a-e0c8b5020dce.rna_seq.augmented_star_gene_counts.tsv	f76fab9540549e4bd3ce57ca78473b08	4234838	released
526d750f-3cab-4379-9b3e-1b7f9fa84528	8909b639-c15f-4935-a698-6de79c3d0433.rna_seq.augmented_star_gene_counts.tsv	e3521d1508f03efc94b800ad59d6dab3	4238328	released
d8ac1c2a-1820-4174-99e3-524b334df490	078f6959-adcf-44a5-91d2-2581ba3c8e62.rna_seq.augmented_star_gene_counts.tsv	899d4a95da83ad0c9e794b70d8c69ec0	4273980	released
22dad91c-889d-4d40-b9b8-c9facd752dc9	8319b13e-475e-440f-855a-bdba3036db73.rna_seq.augmented_star_gene_counts.tsv	c086a60ea336554988cc0b563a992715	4231239	released
2faa9332-e577-4884-94e4-b895827db8b6	8b5be676-9118-4038-9d54-6b80b14e43dc.rna_seq.augmented_star_gene_counts.tsv	f7127c72f9c82b7b0d1275f7f692daad	4249339	released
d757b1cc-31a6-495a-ae82-c63b031ece49	898f9214-8dab-4b92-9233-70c06c60078c.rna_seq.augmented_star_gene_counts.tsv	6d8884a50ab2b561dde01f32762bda4b	4258057	released
76bcf698-d2da-42de-b33c-c5deb721c643	1a2bc49d-edc6-4b84-88f0-73b6ed250d1b.rna_seq.augmented_star_gene_counts.tsv	ce44205e8457d0a0303352a0b74b49ab	4233132	released
4bf6ebc1-575d-49e4-9f66-068b537373c0	767425eb-9fa2-45bc-a3ad-ca8dbafd373f.rna_seq.augmented_star_gene_counts.tsv	c351c0df0967e08167ccf1bad4aa6e27	4246578	released
e2a43c17-8973-49bc-a1f3-30afa26ef5f1	4ac28e68-1f0c-4e95-bdb3-4afc7dcfc34c.rna_seq.augmented_star_gene_counts.tsv	0f8f43e8d3fa45f91f5974b0277934f0	4250639	released
acfa0ea5-3345-4734-9917-d3acc10d1a15	9d515fd5-009a-4c32-95e7-042909d70b9f.rna_seq.augmented_star_gene_counts.tsv	b58e84564ba4fb9cc94b556b75652ade	4245085	released
0525bcb6-d206-46c8-b37d-b9b7cc90fef6	46cdbe65-5610-4903-9452-518fd6d5787d.rna_seq.augmented_star_gene_counts.tsv	52a46b7bfc448c4d95f6c1dab007c74e	4266236	released
ad8be67e-a885-4d33-8776-fa0a5f9863d1	570b216f-f99d-4be8-b179-48c8d30c6c06.rna_seq.augmented_star_gene_counts.tsv	450b7704515633253e0c950d20aa341d	4255120	released
b88daf3f-645d-4d11-a2be-2295e186747f	98b5b7d9-7f5d-48e0-ad50-7b22f379fef6.rna_seq.augmented_star_gene_counts.tsv	e3c997f705686155b4362f0d4f6cde4d	4244495	released
ae72486a-e98c-4d72-b172-085d5b79df2c	b5e84055-487f-467a-9bc4-bd59ec82f183.rna_seq.augmented_star_gene_counts.tsv	e1b9b18f011bd9045ae7417e84d46ba1	4254898	released
f979b428-649b-42ac-9eae-31ff4daa7b8f	2429f1fd-8612-4944-a405-296a52daec57.rna_seq.augmented_star_gene_counts.tsv	5aa75a6685484988168fdcaaeaae3a00	4232677	released
9985bb0b-d1cc-455b-80d9-f8007669cd5c	b3435d9e-fb7f-4748-9a0b-2b532875c87e.rna_seq.augmented_star_gene_counts.tsv	e4edb1ca5cd492dc12831d1145e1664f	4236838	released
263123b0-ec68-47cd-96dd-4f0795503d89	fb49b14e-d40f-4270-98b3-458ce60f2cde.rna_seq.augmented_star_gene_counts.tsv	0cdc73bf7f3d1e6f8bb59c4e494819b4	4253418	released
a127fb1e-aa3b-4b6d-98b5-c141ffba9ae7	e590db5d-2577-43ec-9d39-45a257be5562.rna_seq.augmented_star_gene_counts.tsv	b912d6130899440dedf7e719839451cb	4242368	released
9ccdf2cc-ca01-4ef7-bed9-f955fd0396c2	1d65448f-dcba-432b-98d5-f7e87de4f9f6.rna_seq.augmented_star_gene_counts.tsv	3faca7c4b12ad95b13868f199949bf72	4241210	released
1db8a1bb-fef2-4e06-9cd5-a1f6579573a5	c24618ee-27b7-4760-99d1-fa9b338f05c4.rna_seq.augmented_star_gene_counts.tsv	d1f6bbaca6de124a4e1290ed1860368e	4244597	released
c47a7c89-551d-4115-94e4-7ba4b938e88b	698e64da-61aa-4d7b-9f33-21d627cb4721.rna_seq.augmented_star_gene_counts.tsv	1f091ba0d31f29934f44193b74ae3d6e	4245983	released
45702d4f-2d23-4e37-88ad-565e44a18fa2	ce52c9b2-ab83-4efa-8abf-97475dcf892d.rna_seq.augmented_star_gene_counts.tsv	8873c55f4f253f5cf0d3542e5e74dcd3	4243302	released
440bdce7-eb0c-4661-b96a-e90d10e230d6	d76cd13a-0481-442a-bfe6-ad322fc3851a.rna_seq.augmented_star_gene_counts.tsv	6e3e51f2574e710987b86e0fc2e7dcc8	4230776	released
fae4edd8-db77-4937-94c4-3b16d39fb8c9	aa3cbc51-b74d-44b1-9043-cb2b9855a72b.rna_seq.augmented_star_gene_counts.tsv	9c73b45ade85c09e2b0a5896c60d7374	4224511	released
f94b47fb-764c-456f-946d-907a2fc154db	f72da140-1607-4609-a6bf-ebe538667a8c.rna_seq.augmented_star_gene_counts.tsv	8aba3a46a2dbb1d3054517dc0bb8a7ab	4246807	released
54600389-6de5-44ce-ada1-8a8508b50980	65ba302c-51a9-4493-8d28-e7bc076bca54.rna_seq.augmented_star_gene_counts.tsv	368b9e09d3826de28b4c7e26eb1bb152	4232307	released
189f1a1b-96d6-4cb9-9000-001e08dca1ba	1044dff3-e077-4086-8d78-e3c125ec0c84.rna_seq.augmented_star_gene_counts.tsv	6dcf4c78be4da29f879fd906da9f1fbc	4224948	released
c71bfebf-e152-4706-bd72-07103f936a85	b35a11fb-548c-4b6c-99e7-c4114be6411a.rna_seq.augmented_star_gene_counts.tsv	8f9009161ce30dc51a3b8ae9067c7360	4237997	released
86b7ddd7-1c59-4937-99ec-b30fa9b4f0bd	a622a28b-a3ac-495b-b696-2a11e0e0e2ad.rna_seq.augmented_star_gene_counts.tsv	d0a2c7f198b4fabe4dc838ea141863a8	4240504	released
836f61df-2b3d-4e1f-abcc-37734091b746	815b70e5-858d-416d-94aa-6749960883ce.rna_seq.augmented_star_gene_counts.tsv	e0908c4e8ffac4b7a18ab83c36578225	4241117	released
2455f280-a23c-48ec-b4c1-698b56f72a45	5383a729-554e-4d3e-ba62-449f45b7567d.rna_seq.augmented_star_gene_counts.tsv	426dd8cce7ebdbdade968f7d66809416	4247651	released
ccc7b8e5-7ea4-4efc-81c1-ef6c15acd241	b22d3e38-c370-4719-bea6-3dcbd9590935.rna_seq.augmented_star_gene_counts.tsv	49d4ee6b1bba22043011816c7c21585d	4231713	released
481c702a-58ee-4fab-9559-434a45615aa5	dc3a76a7-bac2-43c0-90e2-e251e459c659.rna_seq.augmented_star_gene_counts.tsv	546857d71271f970a7b74366e3945cc5	4229633	released
699e47b8-5396-43eb-927d-8d05b0e79644	1dd6852b-2456-4576-9b22-f7604277c955.rna_seq.augmented_star_gene_counts.tsv	b30e639b9179e17b16a7dd4cec129b0a	4251484	released
0e89f9f0-419f-46e7-981d-781a1302e4be	98f19a00-fd01-46b1-a75d-f66522ebde2d.rna_seq.augmented_star_gene_counts.tsv	b83d212b0ea13e7675ef9d9cd1833343	4240405	released
dbbacb2c-b675-4a35-a6ff-157865f24945	4614147d-8f49-42b0-a43d-3ef88e6f0af4.rna_seq.augmented_star_gene_counts.tsv	f06b18b382d02ce38e4a33db04725ac8	4240769	released
c84958db-e7a3-4cd5-9b5e-a5435a86021d	9dd14de1-13c3-4586-8aad-1f3b0cb63de7.rna_seq.augmented_star_gene_counts.tsv	7f916f7a0449a0bccdfd6dc482a365ca	4226020	released
8256e097-4476-4906-a5c5-c9da288a363a	1a112735-ff30-4c94-953f-444ccad2afe2.rna_seq.augmented_star_gene_counts.tsv	207573464e83e59b46a1943654e96e82	4251168	released
fd94a0ed-37d8-49a5-af96-e2160a9e6096	f8cfabf6-dc25-4141-be6c-817dd439a74b.rna_seq.augmented_star_gene_counts.tsv	b8fc778c645804d3dd57d7b2faa1bdf8	4239967	released
d2659fd9-ac9a-4ab4-9d7c-50d9a16fc9b5	12d9d0ec-4e76-4eba-81b1-6dec7b6f2268.rna_seq.augmented_star_gene_counts.tsv	8a4522bd72dfdd3e8a32d60f77b52ced	4245148	released
2aa3a845-cce2-4fe2-92f7-1fece9e619d5	3fab2674-2e00-4748-9d33-9e52631cebfd.rna_seq.augmented_star_gene_counts.tsv	a9eddeb1e5676982d8c61efd02838181	4253482	released
f205f47f-bd57-42bf-a702-4a17d4391411	3f32cdec-5a60-4147-b313-7c9a9dfefc78.rna_seq.augmented_star_gene_counts.tsv	d68a0a792706d6bd2db6b34e0b26fe1b	4249065	released
9054231e-9b1f-4ee4-b22c-1e9dbfdcfc03	06ce7b93-1264-4219-8a2f-d8f0d295e45f.rna_seq.augmented_star_gene_counts.tsv	ecd25fbc7b6a91bbd0e56c2d5531487c	4250811	released
1852f5d0-ce76-4f0d-87a7-0383f338c96b	de57eef8-932d-4e4f-a67d-835a87d72116.rna_seq.augmented_star_gene_counts.tsv	835429fb521091f61a3edbd1dd00c551	4248561	released
068841a8-af6a-4925-bad0-586005f59521	f09cc0c7-2896-479b-84db-401f14780092.rna_seq.augmented_star_gene_counts.tsv	24e84b3f1e1c0eca38d049576cd53385	4238099	released
d5664879-53a0-490a-a3cb-47c551b6bf34	cf5fba05-4996-4f62-adcf-a2ee1f4c65d3.rna_seq.augmented_star_gene_counts.tsv	3d240b9f7b476855919034ee3565bb84	4257020	released
be4d1c31-e925-4eb0-aa96-974b6f6bcc07	1babcd23-5abc-4f27-b367-a093590e9f6d.rna_seq.augmented_star_gene_counts.tsv	b2e419734564a48a33982e0f82c79efc	4227246	released
f3d5f550-311d-4c59-8576-81fde80db315	1990cbfd-497e-4fcb-ad10-251e410c0d29.rna_seq.augmented_star_gene_counts.tsv	bf87d41858a0ee886b956d9247b0ef8c	4239844	released
17ff23ff-17b3-4ed1-b10c-2d922c045807	663797a8-ffd2-48a2-a5f6-992b5eb3c745.rna_seq.augmented_star_gene_counts.tsv	5ec573b0a66ff55ceb94676675470a65	4260528	released
a3e73f16-dc65-4c2e-9846-052b8fae144c	682169e0-f36b-430c-896f-c93668b4ce78.rna_seq.augmented_star_gene_counts.tsv	d3bc2ac78026de712a00f4df2543c098	4236235	released
243fe98b-3355-4b09-8094-b9e06a2b8329	6db579c1-ef18-42a1-9921-d0456b90ff6f.rna_seq.augmented_star_gene_counts.tsv	11003f10159a4a7cbcbaab7d2edacbde	4236540	released
50260fba-c435-480a-9bb8-f2839ba499a4	1d390e7f-bbbb-45b5-9466-d199f19106b2.rna_seq.augmented_star_gene_counts.tsv	0a64750cfc68841be35cdbe416adf7f8	4235352	released
0a511373-8fd3-433a-a5e1-877530d6a239	5991af25-0b64-43d2-867a-6b9713b17af9.rna_seq.augmented_star_gene_counts.tsv	b2c3b9c92c07f366e07a93c82b3668c4	4237547	released
9c0043c4-b65a-42ca-9f02-fe1cef04beaf	17dfa221-f092-45ed-a2e4-5798ddfc0ce9.rna_seq.augmented_star_gene_counts.tsv	b979c1b0eb44ec08802a3ca2a12acf59	4244005	released
c9920595-31f2-4977-b6bd-c0fa3ffcf461	b0c13073-8725-4707-983c-506fe46205d7.rna_seq.augmented_star_gene_counts.tsv	4f0eb058ab5f108ea322e950ad7c5799	4251965	released
7806768a-e8c6-48b0-a241-c036c230e78b	341e11ea-c1b6-4d66-999c-76ebb9c8b342.rna_seq.augmented_star_gene_counts.tsv	f9877b5367930f2eb95e2b53f25ccb29	4243730	released
1051db4c-40a5-4a98-a239-d96c986aa349	691c297b-b48d-4e65-84d4-cb4fcdf03fc0.rna_seq.augmented_star_gene_counts.tsv	115e5acd322d7c31a04cb5c85641907a	4238213	released
f2842246-b121-48f0-a8c5-474a8fb47036	09f906ba-fa4b-487f-9631-fbd97d9db8f9.rna_seq.augmented_star_gene_counts.tsv	ef67efe0635c6eb218be21f90a74df82	4227240	released
1f224847-d745-4dc5-9338-4044413e8ec4	2db5e0aa-342e-4766-8725-c1d677fd52b2.rna_seq.augmented_star_gene_counts.tsv	a337b0d6fed67a60f56a14c56a480650	4252712	released
891873c8-bb26-4215-9281-a79be2651f11	c9dffad1-99e8-40b8-8954-1e50b98a1a55.rna_seq.augmented_star_gene_counts.tsv	46a22b49c817567bad8be44a4d112ed1	4235835	released
e64c5a32-13c4-495e-ab4c-b5000332c09d	dede0990-1733-4473-bc48-78605f16834c.rna_seq.augmented_star_gene_counts.tsv	290b75b3909378228bb4e8cd830559d3	4244870	released
50e8fce6-5775-41d6-bcaa-73773db999e2	ea55206b-29c6-4a8b-9219-cfd28c29117a.rna_seq.augmented_star_gene_counts.tsv	62b8e0d97332ddd15f740dde2b9daf76	4241350	released
1dd898ab-3b85-4932-b889-0eb0a494f2b6	e0e050cc-5e2a-41fc-8394-b4816a9dc8a2.rna_seq.augmented_star_gene_counts.tsv	2edc4071ee61ac47fd0ff24e61e353d4	4242201	released
70ea9273-29f3-425a-ba66-5b75db62c9b7	8f6c4058-6bdd-4f85-94ed-874966ffec55.rna_seq.augmented_star_gene_counts.tsv	bfd0d9a6d3be189dc7dc7a044ff5b7f4	4244086	released
a7091211-3bf5-4d3b-8625-57281bc0cd56	bf121f27-c765-4f64-8a9f-73c30427217b.rna_seq.augmented_star_gene_counts.tsv	efa20a1fbc82dd968f7e73ccfa927bd7	4213875	released
4f54add3-c33d-4bc9-9e1f-c75f52d15f1e	2e4316d2-5fe5-4ee1-9b22-73f4c42b6202.rna_seq.augmented_star_gene_counts.tsv	49fe7f3c7f7fc86f310fe9cb0bcc7ab4	4255418	released
195c9f03-31c3-465a-ac58-3949246b173b	8f08cee9-a91f-4305-bf8d-efeee9cd386c.rna_seq.augmented_star_gene_counts.tsv	48e304f2d6da55850e80658c9c97f740	4256121	released
